GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALU3E001,ALU3E002,ALU3E003,ALU3E004,ALU3E005,ALU3E006,ALU3E007,ALU3E008,ALU3E009,ALU3E010,ALU3E011,ALU3E012,ALU3E013,NAME_M,ALU3M001,ALU3M002,ALU3M003,ALU3M004,ALU3M005,ALU3M006,ALU3M007,ALU3M008,ALU3M009,ALU3M010,ALU3M011,ALU3M012,ALU3M013
"G5101850","2015-2019","VA",,,"Virginia","51","Tazewell County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51185",,,"Tazewell County, Virginia",14078,621,1992,2437,1693,1939,572,1630,428,358,1042,977,389,"Tazewell County, Virginia",565,219,250,356,267,300,160,272,121,149,219,208,132
"G5101870","2015-2019","VA",,,"Virginia","51","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51187",,,"Warren County, Virginia",17754,504,1245,1815,1704,1478,657,1319,686,858,1597,3831,2060,"Warren County, Virginia",540,157,208,317,292,251,218,287,207,188,291,415,337
"G5101910","2015-2019","VA",,,"Virginia","51","Washington County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51191",,,"Washington County, Virginia",22556,937,2402,3084,4003,3293,1660,3074,512,614,1470,753,754,"Washington County, Virginia",581,227,313,279,461,391,297,388,209,197,249,156,214
"G5101930","2015-2019","VA",,,"Virginia","51","Westmoreland County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51193",,,"Westmoreland County, Virginia",6949,190,306,564,538,926,557,921,82,106,1016,853,890,"Westmoreland County, Virginia",506,82,106,178,171,235,197,242,60,49,264,230,238
"G5101950","2015-2019","VA",,,"Virginia","51","Wise County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51195",,,"Wise County, Virginia",12138,669,1810,1856,2103,1427,1150,1064,233,230,881,514,201,"Wise County, Virginia",591,226,272,318,294,254,290,211,102,110,214,163,70
"G5101970","2015-2019","VA",,,"Virginia","51","Wythe County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51197",,,"Wythe County, Virginia",12761,636,1476,1785,2118,1793,1016,1454,559,265,990,474,195,"Wythe County, Virginia",544,190,308,315,296,262,288,302,160,117,204,191,111
"G5101990","2015-2019","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51199",,,"York County, Virginia",31750,1073,2511,4637,6572,5457,2514,3925,731,885,2028,1054,363,"York County, Virginia",764,413,443,511,601,496,378,454,164,217,331,213,132
"G5105100","2015-2019","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51510",,,"Alexandria city, Virginia",93136,603,3991,6770,11282,12387,6993,15573,5152,6234,14090,8094,1967,"Alexandria city, Virginia",1090,170,459,558,722,708,634,856,598,588,715,585,287
"G5105200","2015-2019","VA",,,"Virginia","51","Bristol city","520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51520",,,"Bristol city, Virginia",6599,239,1182,1399,1275,775,272,559,236,221,200,94,147,"Bristol city, Virginia",378,104,224,242,265,195,192,198,128,113,97,54,99
"G5105300","2015-2019","VA",,,"Virginia","51","Buena Vista city","530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51530",,,"Buena Vista city, Virginia",2761,286,636,342,665,178,33,225,5,0,176,200,15,"Buena Vista city, Virginia",205,134,180,148,195,88,54,136,13,17,101,103,22
"G5105400","2015-2019","VA",,,"Virginia","51","Charlottesville city","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51540",,,"Charlottesville city, Virginia",23008,667,4009,6088,5659,2692,614,1454,265,328,596,390,246,"Charlottesville city, Virginia",644,186,392,603,513,403,130,242,109,131,227,154,102
"G5105500","2015-2019","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51550",,,"Chesapeake city, Virginia",111905,1380,6885,11613,16596,18413,9961,21174,4535,4566,11510,3670,1602,"Chesapeake city, Virginia",1252,262,636,747,925,1041,802,979,465,487,783,519,359
"G5105700","2015-2019","VA",,,"Virginia","51","Colonial Heights city","570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51570",,,"Colonial Heights city, Virginia",7485,221,879,1013,1189,1053,563,1013,477,197,557,191,132,"Colonial Heights city, Virginia",319,106,188,174,201,173,115,184,158,83,127,92,78
"G5105800","2015-2019","VA",,,"Virginia","51","Covington city","580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51580",,,"Covington city, Virginia",2458,275,605,627,279,163,45,104,102,39,106,86,27,"Covington city, Virginia",185,124,142,155,113,88,31,56,100,39,87,57,31
"G5105900","2015-2019","VA",,,"Virginia","51","Danville city","590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51590",,,"Danville city, Virginia",15713,460,2531,4880,3153,1853,341,822,104,321,491,534,223,"Danville city, Virginia",543,128,323,534,394,338,132,203,62,150,138,162,86
"G5105950","2015-2019","VA",,,"Virginia","51","Emporia city","595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51595",,,"Emporia city, Virginia",1852,68,562,399,202,132,39,116,46,54,147,78,9,"Emporia city, Virginia",232,71,181,126,112,71,44,66,68,49,95,58,22
"G5106000","2015-2019","VA",,,"Virginia","51","Fairfax city","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51600",,,"Fairfax city, Virginia",11552,218,668,987,1270,1467,593,1990,376,809,1828,1099,247,"Fairfax city, Virginia",354,106,142,228,230,272,141,286,114,187,260,238,87
"G5106100","2015-2019","VA",,,"Virginia","51","Falls Church city","610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51610",,,"Falls Church city, Virginia",7136,92,611,536,1097,981,353,1002,324,348,1172,501,119,"Falls Church city, Virginia",294,61,138,139,236,176,109,193,105,110,206,171,104
"G5106200","2015-2019","VA",,,"Virginia","51","Franklin city","620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51620",,,"Franklin city, Virginia",3306,175,713,599,252,171,218,243,100,139,319,327,50,"Franklin city, Virginia",292,113,203,215,127,100,124,118,73,133,140,176,53
"G5106300","2015-2019","VA",,,"Virginia","51","Fredericksburg city","630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51630",,,"Fredericksburg city, Virginia",14422,334,2082,3204,1558,1461,687,659,422,424,1170,1103,1318,"Fredericksburg city, Virginia",571,133,350,427,357,346,180,183,191,138,276,247,328
"G5106400","2015-2019","VA",,,"Virginia","51","Galax city","640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51640",,,"Galax city, Virginia",2419,213,504,550,390,188,31,191,59,13,135,81,64,"Galax city, Virginia",241,119,147,142,147,80,29,128,52,22,74,50,55
"G5106500","2015-2019","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51650",,,"Hampton city, Virginia",63653,1312,6257,10856,14338,9267,3451,7496,1943,1892,3409,2405,1027,"Hampton city, Virginia",1169,283,752,703,876,757,512,789,418,351,427,354,225
"G5106600","2015-2019","VA",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51660",,,"Harrisonburg city, Virginia",23971,885,5396,5875,5175,2419,872,1163,382,575,542,407,280,"Harrisonburg city, Virginia",804,187,560,598,593,395,247,263,153,145,194,159,95
"G5106700","2015-2019","VA",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51670",,,"Hopewell city, Virginia",9148,239,1064,976,1823,1378,503,1187,227,522,855,121,253,"Hopewell city, Virginia",525,97,286,247,347,289,163,309,107,176,248,70,134
"G5106780","2015-2019","VA",,,"Virginia","51","Lexington city","678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51678",,,"Lexington city, Virginia",2134,444,707,336,88,65,27,206,13,8,70,133,37,"Lexington city, Virginia",315,206,191,121,58,57,36,135,21,12,55,87,44
"G5106800","2015-2019","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51680",,,"Lynchburg city, Virginia",34114,1362,6195,8358,8501,4262,1099,1476,332,244,663,1106,516,"Lynchburg city, Virginia",932,290,540,643,677,482,197,252,136,108,178,348,180
"G5106830","2015-2019","VA",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51683",,,"Manassas city, Virginia",20613,301,1582,2322,2433,1669,808,2185,555,1013,3024,3282,1439,"Manassas city, Virginia",497,107,280,321,440,310,223,293,162,288,418,418,226
"G5106850","2015-2019","VA",,,"Virginia","51","Manassas Park city","685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51685",,,"Manassas Park city, Virginia",8702,29,336,682,746,1121,290,1025,197,380,1659,1611,626,"Manassas Park city, Virginia",455,34,168,232,248,341,151,297,111,173,373,498,233
"G5106900","2015-2019","VA",,,"Virginia","51","Martinsville city","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51690",,,"Martinsville city, Virginia",4838,330,981,1159,964,415,73,102,123,66,343,208,74,"Martinsville city, Virginia",286,132,190,221,214,138,47,55,81,41,153,91,68
"G5107000","2015-2019","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51700",,,"Newport News city, Virginia",84970,1158,8528,14793,16806,12968,4902,11496,1850,1989,5335,3590,1555,"Newport News city, Virginia",1302,195,643,946,1087,732,497,805,337,396,517,574,273
"G5107100","2015-2019","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51710",,,"Norfolk city, Virginia",125728,7973,12950,17923,23844,22710,8217,16828,2220,2945,5012,3059,2047,"Norfolk city, Virginia",1601,919,850,1050,1101,1181,613,811,290,410,420,467,397
"G5107200","2015-2019","VA",,,"Virginia","51","Norton city","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51720",,,"Norton city, Virginia",1534,119,595,305,240,82,40,100,0,0,12,41,0,"Norton city, Virginia",164,77,176,112,90,46,53,64,12,12,19,30,12
"G5107300","2015-2019","VA",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51730",,,"Petersburg city, Virginia",12876,129,1202,2116,2686,2110,925,1607,405,414,846,286,150,"Petersburg city, Virginia",638,82,217,302,344,350,246,279,148,138,185,137,74
"G5107350","2015-2019","VA",,,"Virginia","51","Poquoson city","735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51735",,,"Poquoson city, Virginia",5702,190,472,565,717,1412,508,856,163,98,467,164,90,"Poquoson city, Virginia",332,128,131,183,175,221,161,220,89,56,131,79,53
"G5107400","2015-2019","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51740",,,"Portsmouth city, Virginia",42899,1202,3579,6738,7509,6801,3039,7521,937,1076,2868,1077,552,"Portsmouth city, Virginia",904,235,482,666,599,644,415,618,224,239,399,218,153
"G5107500","2015-2019","VA",,,"Virginia","51","Radford city","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51750",,,"Radford city, Virginia",7867,395,1900,1284,1587,1249,423,447,59,94,219,92,118,"Radford city, Virginia",550,154,376,304,427,305,154,165,66,89,109,65,105
"G5107600","2015-2019","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51760",,,"Richmond city, Virginia",109485,1826,8910,18320,23169,23061,8194,13511,2232,2182,3515,2871,1694,"Richmond city, Virginia",1590,296,752,1093,1022,1230,707,957,382,385,454,366,284
"G5107700","2015-2019","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51770",,,"Roanoke city, Virginia",44932,633,4016,6351,10715,6374,1459,11077,534,181,1826,1178,588,"Roanoke city, Virginia",1203,176,490,679,799,585,284,1021,219,68,343,284,184
"G5107750","2015-2019","VA",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51775",,,"Salem city, Virginia",11398,273,1369,1684,2490,1986,531,2146,142,229,267,163,118,"Salem city, Virginia",477,93,201,252,328,264,144,368,88,97,111,95,58
"G5107900","2015-2019","VA",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51790",,,"Staunton city, Virginia",11448,481,1761,2261,1861,1308,652,1416,357,201,702,213,235,"Staunton city, Virginia",418,135,317,322,299,231,189,258,124,68,183,82,99
"G5108000","2015-2019","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51800",,,"Suffolk city, Virginia",41904,602,2628,4229,4924,5696,3325,7081,2188,2599,5318,2512,802,"Suffolk city, Virginia",884,147,432,436,388,515,415,607,290,354,512,317,177
"G5108100","2015-2019","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51810",,,"Virginia Beach city, Virginia",231158,6170,18550,28063,40849,43907,20982,36429,6782,8347,11811,6138,3130,"Virginia Beach city, Virginia",1891,674,1011,1204,1693,1797,963,1313,581,587,766,639,329
"G5108200","2015-2019","VA",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51820",,,"Waynesboro city, Virginia",9864,346,1690,1618,1311,1329,612,1309,333,394,553,178,191,"Waynesboro city, Virginia",549,144,366,303,324,303,242,304,188,131,181,128,111
"G5108300","2015-2019","VA",,,"Virginia","51","Williamsburg city","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51830",,,"Williamsburg city, Virginia",5737,222,1218,1385,898,449,278,480,197,108,128,296,78,"Williamsburg city, Virginia",324,88,237,238,188,134,116,138,87,62,63,110,77
"G5108400","2015-2019","VA",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51840",,,"Winchester city, Virginia",12677,633,2124,3030,1981,1019,251,866,30,212,706,1011,814,"Winchester city, Virginia",453,173,327,448,357,303,115,312,25,89,229,257,285
"G5300010","2015-2019","WA",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53001",,,"Adams County, Washington",6978,634,1297,1488,1166,545,189,704,149,126,282,324,74,"Adams County, Washington",362,165,217,268,300,160,90,195,113,87,99,115,43
"G5300030","2015-2019","WA",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53003",,,"Asotin County, Washington",8876,612,1525,2452,2173,965,109,195,3,72,329,368,73,"Asotin County, Washington",411,149,256,289,282,219,67,73,9,46,123,140,55
"G5300050","2015-2019","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53005",,,"Benton County, Washington",83370,3307,11155,13490,16622,13777,4783,7122,1316,2401,5131,2985,1281,"Benton County, Washington",1242,420,871,913,1050,858,517,640,280,420,571,423,243
"G5300070","2015-2019","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53007",,,"Chelan County, Washington",32703,1632,5478,6629,6714,4782,1260,2518,539,748,1039,787,577,"Chelan County, Washington",802,327,541,764,697,620,266,493,174,214,297,206,161
"G5300090","2015-2019","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53009",,,"Clallam County, Washington",26474,2259,5184,5055,3521,2582,1138,3007,358,353,963,1095,959,"Clallam County, Washington",806,382,483,465,495,372,265,412,141,112,225,227,234
"G5300110","2015-2019","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53011",,,"Clark County, Washington",206428,3928,18374,25852,33414,30937,15860,28003,6555,8587,17262,11795,5861,"Clark County, Washington",1758,418,922,1101,1500,1220,958,1151,550,655,931,674,459
"G5300130","2015-2019","WA",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53013",,,"Columbia County, Washington",1593,283,394,274,189,54,19,79,52,86,66,58,39,"Columbia County, Washington",129,75,87,75,69,33,20,45,34,48,44,36,31
"G5300150","2015-2019","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53015",,,"Cowlitz County, Washington",41570,1229,4787,6995,8429,4924,2160,3619,1003,1249,2920,2814,1441,"Cowlitz County, Washington",944,219,422,663,720,517,403,431,256,289,399,360,271
"G5300170","2015-2019","WA",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53017",,,"Douglas County, Washington",18310,578,2754,3458,5113,2275,715,1245,322,433,743,308,366,"Douglas County, Washington",514,140,402,455,481,343,215,249,119,123,174,105,151
"G5300190","2015-2019","WA",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53019",,,"Ferry County, Washington",2165,317,237,243,238,205,30,213,305,44,125,180,28,"Ferry County, Washington",178,116,65,102,74,70,17,75,169,25,47,65,21
"G5300210","2015-2019","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53021",,,"Franklin County, Washington",37423,1140,3171,5687,10264,7141,1660,2961,635,978,1968,1273,545,"Franklin County, Washington",905,271,434,734,909,796,364,499,228,277,356,308,199
"G5300230","2015-2019","WA",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53023",,,"Garfield County, Washington",799,171,173,76,62,15,18,51,12,52,126,43,0,"Garfield County, Washington",84,54,67,36,35,13,15,28,13,27,61,29,12
"G5300250","2015-2019","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53025",,,"Grant County, Washington",37742,2034,6436,7553,6536,4717,1419,4496,836,828,1547,988,352,"Grant County, Washington",944,296,667,688,736,529,320,556,319,258,331,301,126
"G5300270","2015-2019","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53027",,,"Grays Harbor County, Washington",25892,1441,4216,4099,3444,2411,1023,2486,872,879,1852,1877,1292,"Grays Harbor County, Washington",817,262,460,451,401,346,236,337,224,204,324,303,276
"G5300290","2015-2019","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53029",,,"Island County, Washington",34533,1679,4090,6706,6294,2760,1040,2961,770,786,2442,2583,2422,"Island County, Washington",711,494,492,646,605,352,201,409,200,184,353,303,308
"G5300310","2015-2019","WA",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53031",,,"Jefferson County, Washington",10219,871,2035,1831,1407,834,248,772,343,279,563,440,596,"Jefferson County, Washington",479,215,299,348,364,236,112,190,132,131,160,149,185
"G5300330","2015-2019","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53033",,,"King County, Washington",1101837,14580,61109,102219,142521,161551,81781,188949,46799,66388,124495,85816,25629,"King County, Washington",4001,974,2082,2217,2976,2761,2001,3403,1845,2003,2437,2241,1265
"G5300350","2015-2019","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53035",,,"Kitsap County, Washington",119442,2227,9226,15590,20542,18271,7315,15046,3463,4120,7027,7985,8630,"Kitsap County, Washington",1234,302,717,909,1074,906,615,907,477,444,588,655,617
"G5300370","2015-2019","WA",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53037",,,"Kittitas County, Washington",20831,1528,5191,4329,2950,1906,340,1032,223,490,1112,885,845,"Kittitas County, Washington",644,289,577,420,434,374,123,219,109,151,212,192,211
"G5300390","2015-2019","WA",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53039",,,"Klickitat County, Washington",7221,1264,1291,891,821,679,343,539,138,173,595,288,199,"Klickitat County, Washington",543,396,258,226,248,221,127,137,71,129,143,134,91
"G5300410","2015-2019","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53041",,,"Lewis County, Washington",29523,1777,3755,4098,3893,3115,1866,2783,1064,1057,2373,2184,1558,"Lewis County, Washington",767,276,415,442,451,350,327,309,263,186,339,337,285
"G5300430","2015-2019","WA",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53043",,,"Lincoln County, Washington",3583,666,513,393,396,235,141,345,136,135,267,218,138,"Lincoln County, Washington",189,125,94,106,98,59,42,81,43,49,64,58,39
"G5300450","2015-2019","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53045",,,"Mason County, Washington",23131,1010,2141,2262,2119,1914,1542,3195,1256,1500,2770,2206,1216,"Mason County, Washington",721,352,358,330,364,325,300,494,322,385,388,423,266
"G5300470","2015-2019","WA",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53047",,,"Okanogan County, Washington",15631,1536,3280,3087,2360,1374,630,1026,398,369,963,347,261,"Okanogan County, Washington",794,304,367,412,375,271,184,200,182,137,253,117,123
"G5300490","2015-2019","WA",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53049",,,"Pacific County, Washington",6752,673,1588,940,599,729,442,547,56,165,487,322,204,"Pacific County, Washington",360,148,222,212,180,202,118,173,42,61,157,112,75
"G5300510","2015-2019","WA",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53051",,,"Pend Oreille County, Washington",4207,267,546,503,563,461,86,293,89,91,424,710,174,"Pend Oreille County, Washington",266,80,139,117,144,137,44,95,48,64,129,170,68
"G5300530","2015-2019","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53053",,,"Pierce County, Washington",396568,7686,29696,40983,49434,51789,24131,54139,14100,20261,42208,38614,23527,"Pierce County, Washington",2869,653,1176,1661,1647,1592,1008,1597,781,1203,1353,1571,1147
"G5300550","2015-2019","WA",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53055",,,"San Juan County, Washington",6634,737,1407,1537,1394,672,193,226,38,21,101,183,125,"San Juan County, Washington",182,100,127,120,162,108,48,54,15,15,30,42,34
"G5300570","2015-2019","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53057",,,"Skagit County, Washington",52468,2313,6631,7991,7661,7295,3163,4769,1558,1854,3969,3379,1885,"Skagit County, Washington",889,335,539,628,632,716,430,427,238,270,503,380,266
"G5300590","2015-2019","WA",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53059",,,"Skamania County, Washington",4594,229,402,425,590,384,359,658,204,186,556,491,110,"Skamania County, Washington",245,68,91,99,129,103,102,158,88,59,130,120,43
"G5300610","2015-2019","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53061",,,"Snohomish County, Washington",382228,6682,25137,36938,44520,47556,24790,55147,13653,19679,48150,44289,15687,"Snohomish County, Washington",2428,710,1168,1362,1515,1647,1015,1696,719,1038,1817,1594,900
"G5300630","2015-2019","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53063",,,"Spokane County, Washington",216080,6638,23276,32694,41595,37695,18378,27921,4918,5555,9439,4630,3341,"Spokane County, Washington",2356,702,1128,1188,1726,1386,991,1099,531,532,769,642,439
"G5300650","2015-2019","WA",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53065",,,"Stevens County, Washington",15424,1084,1790,1688,2011,1352,902,1703,462,718,2002,1166,546,"Stevens County, Washington",593,188,244,245,270,253,219,272,129,195,306,224,141
"G5300670","2015-2019","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53067",,,"Thurston County, Washington",122607,2101,11814,17016,22618,18488,8617,14886,3280,4466,7614,7223,4484,"Thurston County, Washington",1663,406,837,866,1227,1018,727,796,434,479,612,619,475
"G5300690","2015-2019","WA",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53069",,,"Wahkiakum County, Washington",1229,103,223,118,123,27,26,103,44,57,150,136,119,"Wahkiakum County, Washington",124,61,104,59,51,19,30,50,41,45,58,56,48
"G5300710","2015-2019","WA",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53071",,,"Walla Walla County, Washington",24610,1841,7142,6144,3910,1618,557,1105,204,304,552,963,270,"Walla Walla County, Washington",760,334,631,536,457,313,119,218,102,113,150,228,84
"G5300730","2015-2019","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53073",,,"Whatcom County, Washington",98333,3959,13652,17770,18322,14164,6709,10636,2080,2215,3890,2255,2681,"Whatcom County, Washington",1651,557,985,1016,1230,1030,523,933,310,370,551,316,432
"G5300750","2015-2019","WA",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53075",,,"Whitman County, Washington",21241,1918,4368,5119,3382,2324,923,1479,243,285,663,366,171,"Whitman County, Washington",771,283,408,520,433,278,207,248,80,79,128,71,67
"G5300770","2015-2019","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53077",,,"Yakima County, Washington",99959,4763,14639,18446,21887,15118,5145,10340,1366,1712,3481,1908,1154,"Yakima County, Washington",1422,553,981,979,1257,832,454,953,284,355,624,309,278
"G5400010","2015-2019","WV",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54001",,,"Barbour County, West Virginia",6167,219,955,722,498,815,438,752,259,521,433,398,157,"Barbour County, West Virginia",328,114,198,194,169,184,155,211,130,164,156,112,79
"G5400030","2015-2019","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54003",,,"Berkeley County, West Virginia",53051,1244,3615,6268,8276,8352,4885,6504,1634,1722,3569,2900,4082,"Berkeley County, West Virginia",1216,332,553,665,826,858,662,788,341,418,443,376,571
